context,question,answer,start_positions,end_positions
"Мокингбирдті өлтіруге айтарлықтай әсер етудің бірі - заңгерлік кәсіп үшін Atticus Finch-тің адалдық моделі.Ғалымдар Алиса Петри түсіндіргендей, «Аттикус заң орталықтарында халықтық кейіпкерге айналды және ол нақты адам сияқты емделеді.«Оңтүстік Кедейлік» заң орталығының «Моррис» Моррис қоры Atticus Finch деп санайды, өйткені ол заңгер болғандықтан, Ричард Мэтч, Тімотенің Максч сот ісін жүргізген Федералды судья үлкен сот ықпал етіп отырады.Нотура университетінің бір заң профессоры оның ең ықпалды оқулықтары мазақ етіп, мичиганның ең ықпалды оқулықтары және Мичиган заңдарындағы мақалалар туралы мақаланы айтып берді: «Нақты өмірдегі адвокат өзін-өзі тану немесе қоғам үшін көп нәрсе жасаған жоқЗаңгерлік мамандықты қабылдау, «Аттикус», «Аттикус», - деп сұрамас бұрын, әсіресе құрметті парагон немесе әсіресе жалданған мылтық ».",Atticus Finch's Additality қай жұмыс үшін үлгі болды?,заңгер,53,59
"Мокингбирдті өлтіруге айтарлықтай әсер етудің бірі - заңгерлік кәсіп үшін Atticus Finch-тің адалдық моделі.Ғалымдар Алиса Петри түсіндіргендей, «Аттикус заң орталықтарында халықтық кейіпкерге айналды және ол нақты адам сияқты емделеді.«Оңтүстік Кедейлік» заң орталығының «Моррис» Моррис қоры Atticus Finch деп санайды, өйткені ол заңгер болғандықтан, Ричард Мэтч, Тімотенің Максч сот ісін жүргізген Федералды судья үлкен сот ықпал етіп отырады.Нотура университетінің бір заң профессоры оның ең ықпалды оқулықтары мазақ етіп, мичиганның ең ықпалды оқулықтары және Мичиган заңдарындағы мақалалар туралы мақаланы айтып берді: «Нақты өмірдегі адвокат өзін-өзі тану немесе қоғам үшін көп нәрсе жасаған жоқЗаңгерлік мамандықты қабылдау, «Аттикус», «Аттикус», - деп сұрамас бұрын, әсіресе құрметті парагон немесе әсіресе жалданған мылтық ».",Atticus Finch - заңды мамандар үшін ненің үлгісі?,адалдық,92,99
"1992 жылы Алабама редакциясы Atticus-тің қайтыс болуына шақырылған, Atticus сияқты либералды деп аталатын, ол әлі күнге дейін институционалды нәсілшілдік және сексизм жүйесінде жұмыс істеді және құрметтемеуі керек.Редакция өз адвокаттарының жауаптарын тудырды, ол өзіне байланысты кәсіпке кіріп, оны кейіпкер ретінде бағалайды.Аттикустың сыншылары ол моральдық тұрғыдан анық емес және Майкомдағы нәсілшілдік мәртебесін шақыру үшін өзінің заңды біліктілігін пайдаланбайды.Алайда, 1997 жылы Алабама штатының барысы Монроевилде Аттюмент ескерткішін орнатты, оның бар екенін «мемлекеттің сот тарихындағы алғашқы естелік кезеңі» деп атап көрсетті.2008 жылы Ли Алабама мемлекеттік резервіне «Кедейлердің құқықтық қажеттіліктерін қанағаттандырудағы үлгілі заңгердің ерекшелігіне айналған» Atticus-қа құрметті ерекше мүшелікке ие болды.",Алабама қаласында Atticus-тің мүсіні қай жылы болды?,1997 ж,479,485
"1992 жылы Алабама редакциясы Atticus-тің қайтыс болуына шақырылған, Atticus сияқты либералды деп аталатын, ол әлі күнге дейін институционалды нәсілшілдік және сексизм жүйесінде жұмыс істеді және құрметтемеуі керек.Редакция өз адвокаттарының жауаптарын тудырды, ол өзіне байланысты кәсіпке кіріп, оны кейіпкер ретінде бағалайды.Аттикустың сыншылары ол моральдық тұрғыдан анық емес және Майкомдағы нәсілшілдік мәртебесін шақыру үшін өзінің заңды біліктілігін пайдаланбайды.Алайда, 1997 жылы Алабама штатының барысы Монроевилде Аттюмент ескерткішін орнатты, оның бар екенін «мемлекеттің сот тарихындағы алғашқы естелік кезеңі» деп атап көрсетті.2008 жылы Ли Алабама мемлекеттік резервіне «Кедейлердің құқықтық қажеттіліктерін қанағаттандырудағы үлгілі заңгердің ерекшелігіне айналған» Atticus-қа құрметті ерекше мүшелікке ие болды.",Харпер Лиге 2008 жылы мүшелікке ие болды?,Алабама штаты бар,pass,pass
"1992 жылы Алабама редакциясы Atticus-тің қайтыс болуына шақырылған, Atticus сияқты либералды деп аталатын, ол әлі күнге дейін институционалды нәсілшілдік және сексизм жүйесінде жұмыс істеді және құрметтемеуі керек.Редакция өз адвокаттарының жауаптарын тудырды, ол өзіне байланысты кәсіпке кіріп, оны кейіпкер ретінде бағалайды.Аттикустың сыншылары ол моральдық тұрғыдан анық емес және Майкомдағы нәсілшілдік мәртебесін шақыру үшін өзінің заңды біліктілігін пайдаланбайды.Алайда, 1997 жылы Алабама штатының барысы Монроевилде Аттюмент ескерткішін орнатты, оның бар екенін «мемлекеттің сот тарихындағы алғашқы естелік кезеңі» деп атап көрсетті.2008 жылы Ли Алабама мемлекеттік резервіне «Кедейлердің құқықтық қажеттіліктерін қанағаттандырудағы үлгілі заңгердің ерекшелігіне айналған» Atticus-қа құрметті ерекше мүшелікке ие болды.",Алабама штатының штаты 2008 жылы Лиге не берді?,Құрметті арнайы мүшелік,pass,pass
"Мокингбирдті өлтіру, өйткені бұл 20063 жылы сабақ тақырыбы болғандықтан, «Нәсілдік шаңғы» пәні болғаннан бері айтарлықтай қарама-қайшылықтың көзі болды.Мемлекеттер.Американдық кітапхана қауымдастығы мазақ етуді өлтіру үшін 2000-2009 жылдардағы ең жиі қиын кітаптың 21-інің 21-і болғанын хабарлады.","Мокингбирд өлтіруі алдымен американдық мектептерде оқыды, қай жылы?",1963 ж,pass,pass
"Мокингбирдті өлтіру, өйткені бұл 20063 жылы сабақ тақырыбы болғандықтан, «Нәсілдік шаңғы» пәні болғаннан бері айтарлықтай қарама-қайшылықтың көзі болды.Мемлекеттер.Американдық кітапхана қауымдастығы мазақ етуді өлтіру үшін 2000-2009 жылдардағы ең жиі қиын кітаптың 21-інің 21-і болғанын хабарлады.",Онымен байланысты американдық кітапхана 2000-2009 жылдардағы ең қиын кітаптарда мокингбирдпен өлтірілді ме?,21,265,267
"Мокингбирдті өлтіру, өйткені бұл 20063 жылы сабақ тақырыбы болғандықтан, «Нәсілдік шаңғы» пәні болғаннан бері айтарлықтай қарама-қайшылықтың көзі болды.Мемлекеттер.Американдық кітапхана қауымдастығы мазақ етуді өлтіру үшін 2000-2009 жылдардағы ең жиі қиын кітаптың 21-інің 21-і болғанын хабарлады.",Кітап қай жылы сыныптан өту тақырыбына айналды?,1963 ж,pass,pass
"Мокингбирдті өлтіру, өйткені бұл 20063 жылы сабақ тақырыбы болғандықтан, «Нәсілдік шаңғы» пәні болғаннан бері айтарлықтай қарама-қайшылықтың көзі болды.Мемлекеттер.Американдық кітапхана қауымдастығы мазақ етуді өлтіру үшін 2000-2009 жылдардағы ең жиі қиын кітаптың 21-інің 21-і болғанын хабарлады.","Американдық кітапхана қауымдастығының хабарлауынша, кітаптың 2000-2009 жылдардағы ең жиі қиын кітаптар арасында қандай дәрежеде болды?",21,265,267
"Кітаптың алғашқы оқиғаларының бірі - Вирджиния, Вирджиния, 1966 жылы: ата-аналар:Джонсон жергілікті газеттерге хаттардың мысалдарын келтіреді, бұл ойын-сауыққа дейін ашуланшақтыққа дейін;Алайда, ең ашуланшақтықтарды білдіретін хаттар Майелла Эвеллдің Робинсонға Робинсонға қобалжуы туралы шағымданды.Мектеп әкімшілері кітаптың оқушыларының сыныптың орынбасары туралы шешім қабылдады, Харпер Ли Харпер Ли «Хановер округінің мектеп кеңесінде оны таңдаудың кез-келген алғашқы сыныбында» қабылдау үшін 10 доллар жіберді.Ұлттық білім беру қауымдастығы 1968 жылы екінші романды жеке ұйымдардан алған кітаптар тізімінде орналастырды, олар кішкентай қара самбодан кейін.",Кітаптан шыққан алғашқы үлкен қайшылық қашан болды?,1966 ж,59,65
"Кітаптың алғашқы оқиғаларының бірі - Вирджиния, Вирджиния, 1966 жылы: ата-аналар:Джонсон жергілікті газеттерге хаттардың мысалдарын келтіреді, бұл ойын-сауыққа дейін ашуланшақтыққа дейін;Алайда, ең ашуланшақтықтарды білдіретін хаттар Майелла Эвеллдің Робинсонға Робинсонға қобалжуы туралы шағымданды.Мектеп әкімшілері кітаптың оқушыларының сыныптың орынбасары туралы шешім қабылдады, Харпер Ли Харпер Ли «Хановер округінің мектеп кеңесінде оны таңдаудың кез-келген алғашқы сыныбында» қабылдау үшін 10 доллар жіберді.Ұлттық білім беру қауымдастығы 1968 жылы екінші романды жеке ұйымдардан алған кітаптар тізімінде орналастырды, олар кішкентай қара самбодан кейін.",Романдағы қандай оқиға сюжеттік құрылғы болғаны үшін қатты сынға алды?,зорлау,pass,pass
"Кітаптың алғашқы оқиғаларының бірі - Вирджиния, Вирджиния, 1966 жылы: ата-аналар:Джонсон жергілікті газеттерге хаттардың мысалдарын келтіреді, бұл ойын-сауыққа дейін ашуланшақтыққа дейін;Алайда, ең ашуланшақтықтарды білдіретін хаттар Майелла Эвеллдің Робинсонға Робинсонға қобалжуы туралы шағымданды.Мектеп әкімшілері кітаптың оқушыларының сыныптың орынбасары туралы шешім қабылдады, Харпер Ли Харпер Ли «Хановер округінің мектеп кеңесінде оны таңдаудың кез-келген алғашқы сыныбында» қабылдау үшін 10 доллар жіберді.Ұлттық білім беру қауымдастығы 1968 жылы екінші романды жеке ұйымдардан алған кітаптар тізімінде орналастырды, олар кішкентай қара самбодан кейін.","Жергілікті газеттерге хаттарда, кітаптағы қандай субплотқа не шағым түсті?",Майелла Эвелл Том Робинсонға тарту,pass,pass
"Кітаптың алғашқы оқиғаларының бірі - Вирджиния, Вирджиния, 1966 жылы: ата-аналар:Джонсон жергілікті газеттерге хаттардың мысалдарын келтіреді, бұл ойын-сауыққа дейін ашуланшақтыққа дейін;Алайда, ең ашуланшақтықтарды білдіретін хаттар Майелла Эвеллдің Робинсонға Робинсонға қобалжуы туралы шағымданды.Мектеп әкімшілері кітаптың оқушыларының сыныптың орынбасары туралы шешім қабылдады, Харпер Ли Харпер Ли «Хановер округінің мектеп кеңесінде оны таңдаудың кез-келген алғашқы сыныбында» қабылдау үшін 10 доллар жіберді.Ұлттық білім беру қауымдастығы 1968 жылы екінші романды жеке ұйымдардан алған кітаптар тізімінде орналастырды, олар кішкентай қара самбодан кейін.","Ұлттық білім беру қауымдастығының хабарлауынша, 1968 жылы көбірек шағым түсетін жалғыз кітап қандай болды?",Кішкентай қара самбо,pass,pass
"Роман 1960 жылдары азаматтық құқықтар қозғалысының сәттілігінің факторы ретінде келтірілген, алайда, ол оң сәтте оңға келді, бұл оң сәтте оңтүстікке және ұлтқа нәсілдік шиеленістерге (әкеледі) азаматтық құқықтарды жеделдетуге көмектесу үшін келді'.Оның жарияланысы азаматтық құқықтар қозғалысымен тығыз байланысты, бұл Харпер Лидің кітаптары мен өмірбаяндарын көптеген зерттеулерде, оның кез-келгеніне тікелей қатысуы мүмкін емес, қозғалыста маңызды сәттердің сипаттамаларын қамтиды.Азаматтық құқықтар лидері Эндрю Жас пікірлер Кітаптың тиімділігінің бір бөлігі - бұл «хаос пен шатасудың ортасында үмітті шабыттандырады» және нәсілдік эпитеттер қолдану арқылы ол орнатылған уақыттың шынайылығын көрсетеді.Жас адамдар адамдардың өз пікірлерінен асып түсетін адамдарға «адамзаттың әрекеті» ретінде «Адамзаттың әрекеті» деп санайды.Алабама авторы Марк Баланзан оны Томның кабинасының әсерімен салыстырады, ол U. S. азамат соғысы басталған кітапты ескереді.Балалар туралы айтады: «Ақ оңтүстіктің» романын беретін жаңа оңтүстіктерге, олар пайда болған нәсілшілдік пен басқа жолды табуға мүмкіндік береді.Оңтүстігінде ең ақ халаттылар жақсы адамдар болды.Оңтүстігінде ең ақ халаттылар бомбаларды лақтырып, бүлдірмеді...Менің ойымша, кітап оларға кез-келген дақылдардың кез-келген санын қалай түсінуге көмектесті деп ойлаймын, өйткені бұл кез-келген дипломдар жасай алмайды, өйткені ол танымал өнер болды, өйткені ол баланың көзқарасы бойынша айтылды.Беру",'60 жылдардағы қандай қозғалыс роман ұшқындады?,Азаматтық құқықтар қозғалысы,pass,pass
"Роман 1960 жылдары азаматтық құқықтар қозғалысының сәттілігінің факторы ретінде келтірілген, алайда, ол оң сәтте оңға келді, бұл оң сәтте оңтүстікке және ұлтқа нәсілдік шиеленістерге (әкеледі) азаматтық құқықтарды жеделдетуге көмектесу үшін келді'.Оның жарияланысы азаматтық құқықтар қозғалысымен тығыз байланысты, бұл Харпер Лидің кітаптары мен өмірбаяндарын көптеген зерттеулерде, оның кез-келгеніне тікелей қатысуы мүмкін емес, қозғалыста маңызды сәттердің сипаттамаларын қамтиды.Азаматтық құқықтар лидері Эндрю Жас пікірлер Кітаптың тиімділігінің бір бөлігі - бұл «хаос пен шатасудың ортасында үмітті шабыттандырады» және нәсілдік эпитеттер қолдану арқылы ол орнатылған уақыттың шынайылығын көрсетеді.Жас адамдар адамдардың өз пікірлерінен асып түсетін адамдарға «адамзаттың әрекеті» ретінде «Адамзаттың әрекеті» деп санайды.Алабама авторы Марк Баланзан оны Томның кабинасының әсерімен салыстырады, ол U. S. азамат соғысы басталған кітапты ескереді.Балалар туралы айтады: «Ақ оңтүстіктің» романын беретін жаңа оңтүстіктерге, олар пайда болған нәсілшілдік пен басқа жолды табуға мүмкіндік береді.Оңтүстігінде ең ақ халаттылар жақсы адамдар болды.Оңтүстігінде ең ақ халаттылар бомбаларды лақтырып, бүлдірмеді...Менің ойымша, кітап оларға кез-келген дақылдардың кез-келген санын қалай түсінуге көмектесті деп ойлаймын, өйткені бұл кез-келген дипломдар жасай алмайды, өйткені ол танымал өнер болды, өйткені ол баланың көзқарасы бойынша айтылды.Беру",АҚШ-тың Азаматтық соғысқа ұшып кетуімен қандай кітапқа түскен?,Томның кабинасы,862,877
"Роман 1960 жылдары азаматтық құқықтар қозғалысының сәттілігінің факторы ретінде келтірілген, алайда, ол оң сәтте оңға келді, бұл оң сәтте оңтүстікке және ұлтқа нәсілдік шиеленістерге (әкеледі) азаматтық құқықтарды жеделдетуге көмектесу үшін келді'.Оның жарияланысы азаматтық құқықтар қозғалысымен тығыз байланысты, бұл Харпер Лидің кітаптары мен өмірбаяндарын көптеген зерттеулерде, оның кез-келгеніне тікелей қатысуы мүмкін емес, қозғалыста маңызды сәттердің сипаттамаларын қамтиды.Азаматтық құқықтар лидері Эндрю Жас пікірлер Кітаптың тиімділігінің бір бөлігі - бұл «хаос пен шатасудың ортасында үмітті шабыттандырады» және нәсілдік эпитеттер қолдану арқылы ол орнатылған уақыттың шынайылығын көрсетеді.Жас адамдар адамдардың өз пікірлерінен асып түсетін адамдарға «адамзаттың әрекеті» ретінде «Адамзаттың әрекеті» деп санайды.Алабама авторы Марк Баланзан оны Томның кабинасының әсерімен салыстырады, ол U. S. азамат соғысы басталған кітапты ескереді.Балалар туралы айтады: «Ақ оңтүстіктің» романын беретін жаңа оңтүстіктерге, олар пайда болған нәсілшілдік пен басқа жолды табуға мүмкіндік береді.Оңтүстігінде ең ақ халаттылар жақсы адамдар болды.Оңтүстігінде ең ақ халаттылар бомбаларды лақтырып, бүлдірмеді...Менің ойымша, кітап оларға кез-келген дақылдардың кез-келген санын қалай түсінуге көмектесті деп ойлаймын, өйткені бұл кез-келген дипломдар жасай алмайды, өйткені ол танымал өнер болды, өйткені ол баланың көзқарасы бойынша айтылды.Беру",Бала балалары тағы қандай кітаптарды салыстырды?,Томның кабинасы,862,877
"Лидің балалық досы, Автор Труман Капота, алғашқы шығарылымның шаң бөлмесінде жазды, «Сирек кездескен адам бұл өте жақсы, бұл өте жақсы, жазушы өмірдің ең жақсы мағынасы, ең ыстық, ең шынайы әзіл-оспақ.Сенсорлық кітап;және сондай күлкілі, сондықтан да ұнайтын.'Бұл түсініктеме кітаптың кітапты жазғанын немесе оны қатты өңдегенін ұсынған.2003 жылы Tuscaloosa газеті Капоттың биологиялық әкесінің әкесінің биологиялық әкесі, архулус адамдарына «Кітаптың барлығы» жазғанын мәлімдей берді.2006 жылы Монроевильдің әдеби мұра мұражайына жаздық хат сыйға тартылды;1959 жылы Монроевильдегі көршісіне хатта Капота Ли жақында жарияланатын кітап жазғанын айтты.Ли мен оның Липинкотт-те редактордың арасында кең ескертулер сонымен қатар Капота авторының қауесілігін жояды.Лидің үлкен әпкесі Элис, қауесетке құлақ асып, былай деді: «Бұл бұрын-соңды айтқан ең үлкен өтірік.Беру",Труман Капота кім болды?,Архулалық адамдар,pass,pass
"Лидің балалық досы, Автор Труман Капота, алғашқы шығарылымның шаң бөлмесінде жазды, «Сирек кездескен адам бұл өте жақсы, бұл өте жақсы, жазушы өмірдің ең жақсы мағынасы, ең ыстық, ең шынайы әзіл-оспақ.Сенсорлық кітап;және сондай күлкілі, сондықтан да ұнайтын.'Бұл түсініктеме кітаптың кітапты жазғанын немесе оны қатты өңдегенін ұсынған.2003 жылы Tuscaloosa газеті Капоттың биологиялық әкесінің әкесінің биологиялық әкесі, архулус адамдарына «Кітаптың барлығы» жазғанын мәлімдей берді.2006 жылы Монроевильдің әдеби мұра мұражайына жаздық хат сыйға тартылды;1959 жылы Монроевильдегі көршісіне хатта Капота Ли жақында жарияланатын кітап жазғанын айтты.Ли мен оның Липинкотт-те редактордың арасында кең ескертулер сонымен қатар Капота авторының қауесілігін жояды.Лидің үлкен әпкесі Элис, қауесетке құлақ асып, былай деді: «Бұл бұрын-соңды айтқан ең үлкен өтірік.Беру",Харпер Лидің орнына кітап жазғаны кім?,Труман Капота,26,39
"Лидің балалық досы, Автор Труман Капота, алғашқы шығарылымның шаң бөлмесінде жазды, «Сирек кездескен адам бұл өте жақсы, бұл өте жақсы, жазушы өмірдің ең жақсы мағынасы, ең ыстық, ең шынайы әзіл-оспақ.Сенсорлық кітап;және сондай күлкілі, сондықтан да ұнайтын.'Бұл түсініктеме кітаптың кітапты жазғанын немесе оны қатты өңдегенін ұсынған.2003 жылы Tuscaloosa газеті Капоттың биологиялық әкесінің әкесінің биологиялық әкесі, архулус адамдарына «Кітаптың барлығы» жазғанын мәлімдей берді.2006 жылы Монроевильдің әдеби мұра мұражайына жаздық хат сыйға тартылды;1959 жылы Монроевильдегі көршісіне хатта Капота Ли жақында жарияланатын кітап жазғанын айтты.Ли мен оның Липинкотт-те редактордың арасында кең ескертулер сонымен қатар Капота авторының қауесілігін жояды.Лидің үлкен әпкесі Элис, қауесетке құлақ асып, былай деді: «Бұл бұрын-соңды айтқан ең үлкен өтірік.Беру",Харпер Лидің қарындасы қалай аталды?,Шығар,pass,pass
"Лидің балалық досы, Автор Труман Капота, алғашқы шығарылымның шаң бөлмесінде жазды, «Сирек кездескен адам бұл өте жақсы, бұл өте жақсы, жазушы өмірдің ең жақсы мағынасы, ең ыстық, ең шынайы әзіл-оспақ.Сенсорлық кітап;және сондай күлкілі, сондықтан да ұнайтын.'Бұл түсініктеме кітаптың кітапты жазғанын немесе оны қатты өңдегенін ұсынған.2003 жылы Tuscaloosa газеті Капоттың биологиялық әкесінің әкесінің биологиялық әкесі, архулус адамдарына «Кітаптың барлығы» жазғанын мәлімдей берді.2006 жылы Монроевильдің әдеби мұра мұражайына жаздық хат сыйға тартылды;1959 жылы Монроевильдегі көршісіне хатта Капота Ли жақында жарияланатын кітап жазғанын айтты.Ли мен оның Липинкотт-те редактордың арасында кең ескертулер сонымен қатар Капота авторының қауесілігін жояды.Лидің үлкен әпкесі Элис, қауесетке құлақ асып, былай деді: «Бұл бұрын-соңды айтқан ең үлкен өтірік.Беру",Кітапты Лидің орнына кітап жазғаны айтылды?,Труман Капота,26,39
"Лидің балалық досы, Автор Труман Капота, алғашқы шығарылымның шаң бөлмесінде жазды, «Сирек кездескен адам бұл өте жақсы, бұл өте жақсы, жазушы өмірдің ең жақсы мағынасы, ең ыстық, ең шынайы әзіл-оспақ.Сенсорлық кітап;және сондай күлкілі, сондықтан да ұнайтын.'Бұл түсініктеме кітаптың кітапты жазғанын немесе оны қатты өңдегенін ұсынған.2003 жылы Tuscaloosa газеті Капоттың биологиялық әкесінің әкесінің биологиялық әкесі, архулус адамдарына «Кітаптың барлығы» жазғанын мәлімдей берді.2006 жылы Монроевильдің әдеби мұра мұражайына жаздық хат сыйға тартылды;1959 жылы Монроевильдегі көршісіне хатта Капота Ли жақында жарияланатын кітап жазғанын айтты.Ли мен оның Липинкотт-те редактордың арасында кең ескертулер сонымен қатар Капота авторының қауесілігін жояды.Лидің үлкен әпкесі Элис, қауесетке құлақ асып, былай деді: «Бұл бұрын-соңды айтқан ең үлкен өтірік.Беру","Лидің ескертпелері, кімге бұл қауесетке көмектеседі?",оның редакторы,pass,pass
"Роман басылымынан кейін бірнеше жыл ішінде Харпер Ли назар аударды, оның танымалдылығы оның танымалдылығы оның танымал болуын, сұхбат беріп, мектепке барады және кітапқа дейді.1961 жылы мазақ етуді қашан өлтіру керектігінен 41-ші аптада бестселлер тізімінде болды, ол Керемет Ли Пулитцер сыйлығымен марапатталды.Бұл сонымен бірге сол жылы христиандар мен еврейлердің ұлттық конференциясының інісі, ал 1962 жылы «Бестселлер» журналынан «Жыл» сыйлығының иегері және 1962 жылы «Халсельдер» журналы сыйлығы жеңіп алды.және оның назарын алған адамдардың түрлерімен шектелгеніне назар аударды.Ол кітап туралы журналистермен сөйлесуден бас тартты.Ол сонымен қатар 1995 жылы кіріспеден бас тартты: «Кіріспе» деген ләззат алудан бас тартты: олар қуанышқа бөлену қуанышын өлтіреді, олар қызығушылықты бұзады.Кіріспе туралы жалғыз нәрсе, кейбір жағдайларда олар дозаны кешіктіреді.Мокингбирд әлі де айтуға болатынын айтады;Ол жылдар бойы кіріспеден аман қалды.Беру",Мокингбирдті өлтіру үшін қай жылы Пулитцер сыйлығын жеңіп алды?,1961 ж,176,182
"Роман басылымынан кейін бірнеше жыл ішінде Харпер Ли назар аударды, оның танымалдылығы оның танымалдылығы оның танымал болуын, сұхбат беріп, мектепке барады және кітапқа дейді.1961 жылы мазақ етуді қашан өлтіру керектігінен 41-ші аптада бестселлер тізімінде болды, ол Керемет Ли Пулитцер сыйлығымен марапатталды.Бұл сонымен бірге сол жылы христиандар мен еврейлердің ұлттық конференциясының інісі, ал 1962 жылы «Бестселлер» журналынан «Жыл» сыйлығының иегері және 1962 жылы «Халсельдер» журналы сыйлығы жеңіп алды.және оның назарын алған адамдардың түрлерімен шектелгеніне назар аударды.Ол кітап туралы журналистермен сөйлесуден бас тартты.Ол сонымен қатар 1995 жылы кіріспеден бас тартты: «Кіріспе» деген ләззат алудан бас тартты: олар қуанышқа бөлену қуанышын өлтіреді, олар қызығушылықты бұзады.Кіріспе туралы жалғыз нәрсе, кейбір жағдайларда олар дозаны кешіктіреді.Мокингбирд әлі де айтуға болатынын айтады;Ол жылдар бойы кіріспеден аман қалды.Беру",Мокингбирдті өлтіру үшін қанша апта өлтіру керек?,41,224,226
"Роман басылымынан кейін бірнеше жыл ішінде Харпер Ли назар аударды, оның танымалдылығы оның танымалдылығы оның танымал болуын, сұхбат беріп, мектепке барады және кітапқа дейді.1961 жылы мазақ етуді қашан өлтіру керектігінен 41-ші аптада бестселлер тізімінде болды, ол Керемет Ли Пулитцер сыйлығымен марапатталды.Бұл сонымен бірге сол жылы христиандар мен еврейлердің ұлттық конференциясының інісі, ал 1962 жылы «Бестселлер» журналынан «Жыл» сыйлығының иегері және 1962 жылы «Халсельдер» журналы сыйлығы жеңіп алды.және оның назарын алған адамдардың түрлерімен шектелгеніне назар аударды.Ол кітап туралы журналистермен сөйлесуден бас тартты.Ол сонымен қатар 1995 жылы кіріспеден бас тартты: «Кіріспе» деген ләззат алудан бас тартты: олар қуанышқа бөлену қуанышын өлтіреді, олар қызығушылықты бұзады.Кіріспе туралы жалғыз нәрсе, кейбір жағдайларда олар дозаны кешіктіреді.Мокингбирд әлі де айтуға болатынын айтады;Ол жылдар бойы кіріспеден аман қалды.Беру",«Bestsellers» журналынан жасалған «Жыл» сыйлығы қашан марапатталды?,1962 ж,401,407
"Роман басылымынан кейін бірнеше жыл ішінде Харпер Ли назар аударды, оның танымалдылығы оның танымалдылығы оның танымал болуын, сұхбат беріп, мектепке барады және кітапқа дейді.1961 жылы мазақ етуді қашан өлтіру керектігінен 41-ші аптада бестселлер тізімінде болды, ол Керемет Ли Пулитцер сыйлығымен марапатталды.Бұл сонымен бірге сол жылы христиандар мен еврейлердің ұлттық конференциясының інісі, ал 1962 жылы «Бестселлер» журналынан «Жыл» сыйлығының иегері және 1962 жылы «Халсельдер» журналы сыйлығы жеңіп алды.және оның назарын алған адамдардың түрлерімен шектелгеніне назар аударды.Ол кітап туралы журналистермен сөйлесуден бас тартты.Ол сонымен қатар 1995 жылы кіріспеден бас тартты: «Кіріспе» деген ләззат алудан бас тартты: олар қуанышқа бөлену қуанышын өлтіреді, олар қызығушылықты бұзады.Кіріспе туралы жалғыз нәрсе, кейбір жағдайларда олар дозаны кешіктіреді.Мокингбирд әлі де айтуға болатынын айтады;Ол жылдар бойы кіріспеден аман қалды.Беру",Харпер Ли қашан сұхбат және кітап туралы сұрақтардан басталды?,1964 ж,pass,pass
"Роман басылымынан кейін бірнеше жыл ішінде Харпер Ли назар аударды, оның танымалдылығы оның танымалдылығы оның танымал болуын, сұхбат беріп, мектепке барады және кітапқа дейді.1961 жылы мазақ етуді қашан өлтіру керектігінен 41-ші аптада бестселлер тізімінде болды, ол Керемет Ли Пулитцер сыйлығымен марапатталды.Бұл сонымен бірге сол жылы христиандар мен еврейлердің ұлттық конференциясының інісі, ал 1962 жылы «Бестселлер» журналынан «Жыл» сыйлығының иегері және 1962 жылы «Халсельдер» журналы сыйлығы жеңіп алды.және оның назарын алған адамдардың түрлерімен шектелгеніне назар аударды.Ол кітап туралы журналистермен сөйлесуден бас тартты.Ол сонымен қатар 1995 жылы кіріспеден бас тартты: «Кіріспе» деген ләззат алудан бас тартты: олар қуанышқа бөлену қуанышын өлтіреді, олар қызығушылықты бұзады.Кіріспе туралы жалғыз нәрсе, кейбір жағдайларда олар дозаны кешіктіреді.Мокингбирд әлі де айтуға болатынын айтады;Ол жылдар бойы кіріспеден аман қалды.Беру",Кітап 1961 жылы қандай негізгі марапат алды?,Пулитцер сыйлығы,279,295
"Роман басылымынан кейін бірнеше жыл ішінде Харпер Ли назар аударды, оның танымалдылығы оның танымалдылығы оның танымал болуын, сұхбат беріп, мектепке барады және кітапқа дейді.1961 жылы мазақ етуді қашан өлтіру керектігінен 41-ші аптада бестселлер тізімінде болды, ол Керемет Ли Пулитцер сыйлығымен марапатталды.Бұл сонымен бірге сол жылы христиандар мен еврейлердің ұлттық конференциясының інісі, ал 1962 жылы «Бестселлер» журналынан «Жыл» сыйлығының иегері және 1962 жылы «Халсельдер» журналы сыйлығы жеңіп алды.және оның назарын алған адамдардың түрлерімен шектелгеніне назар аударды.Ол кітап туралы журналистермен сөйлесуден бас тартты.Ол сонымен қатар 1995 жылы кіріспеден бас тартты: «Кіріспе» деген ләззат алудан бас тартты: олар қуанышқа бөлену қуанышын өлтіреді, олар қызығушылықты бұзады.Кіріспе туралы жалғыз нәрсе, кейбір жағдайларда олар дозаны кешіктіреді.Мокингбирд әлі де айтуға болатынын айтады;Ол жылдар бойы кіріспеден аман қалды.Беру",Ли қай жылы кітап туралы сұхбат берді?,1964 ж,pass,pass
